瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),泅瘤扁拘(hPa),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困),矫沥(10m),泅惑锅龋(惫郴侥),瘤搁柯档(∑C)
131,没林,2020-04-05 8:00,4.5,,1.5,270,27,1016.8,1,0.73,,0,3375,,8.1
131,没林,2020-04-05 9:00,6.2,,1.3,270,25,1016.9,1,1.56,,0,3356,,14.6
131,没林,2020-04-05 10:00,7.8,,1.6,250,20,1017,1,2.3,,0,2856,,20.7
131,没林,2020-04-05 11:00,9.4,,1.6,290,19,1016.7,1,2.86,,0,2981,,26.3
131,没林,2020-04-05 12:00,11.1,,1.9,290,17,1015.9,1,3.25,,0,2678,,29.6
131,没林,2020-04-05 13:00,12.5,,1.4,270,15,1015.2,1,3.41,,0,2713,,31.5
131,没林,2020-04-05 14:00,13.7,,1.3,320,16,1014.5,1,3.31,,0,3056,,32.4
131,没林,2020-04-05 15:00,14.1,,3,290,17,1013.8,1,2.95,,0,2735,,23.2
131,没林,2020-04-05 16:00,13.9,,3.3,290,20,1013.5,1,2.4,,0,2547,,19.7
131,没林,2020-04-05 17:00,12.4,,3.3,290,23,1013.6,1,1.68,,0,2843,,17.2
131,没林,2020-04-05 18:00,10.8,,2.9,290,21,1014.2,1,0.82,,0,2754,,12.3
131,没林,2020-04-05 19:00,9.5,,1.2,50,24,1014.7,0.3,0.14,,0,2415,,9.6
131,没林,2020-04-05 20:00,9.3,,1.2,290,26,1015.1,,,,0,2453,,8
131,没林,2020-04-05 21:00,8.5,,1.4,290,38,1016,,,,0,2522,,7
131,没林,2020-04-05 22:00,7.8,,1.2,290,38,1016.3,,,,0,2591,,6.3
131,没林,2020-04-05 23:00,6.7,,0.4,0,42,1016.4,,,,0,2346,,5.6
131,没林,2020-04-06 0:00,6,,1.5,270,49,1016.6,,,,0,2291,,5
131,没林,2020-04-06 1:00,5.5,,1.1,200,52,1016.3,,,,0,2379,,4.5
131,没林,2020-04-06 2:00,4.8,,0.7,270,54,1016.3,,,,0,2159,,3.9
131,没林,2020-04-06 3:00,3.9,,1,270,60,1016.3,,,,0,1975,,3.5
131,没林,2020-04-06 4:00,3.4,,1.1,200,64,1016.2,,,,0,1974,,3.2
131,没林,2020-04-06 5:00,3,,0.8,140,57,1016.1,,,,0,2042,,2.9
131,没林,2020-04-06 6:00,2.5,,0.4,0,59,1016.3,,,,0,1900,,2.5
131,没林,2020-04-06 7:00,2.6,,0.1,0,68,1016.6,0.5,0.1,,0,1309,,3.7
131,没林,2020-04-06 8:00,4.3,,0.7,110,61,1016.5,1,0.71,,0,1715,,9
131,没林,2020-04-06 9:00,6.2,,0.9,200,54,1016.4,1,1.49,,0,1928,,15.3
131,没林,2020-04-06 10:00,8.9,,1.3,250,49,1016.3,1,2.25,,0,2003,,21.4
131,没林,2020-04-06 11:00,11,,1,230,38,1015.8,1,2.85,,0,2149,,27.3
131,没林,2020-04-06 12:00,13.1,,1.5,230,26,1014.9,1,3.21,,1,2419,,31
131,没林,2020-04-06 13:00,14.9,,1.6,200,22,1013.8,1,3.35,,1,2406,,32.7
131,没林,2020-04-06 14:00,16.7,,2.3,270,15,1012.7,1,3.24,,0,2875,,32.8
131,没林,2020-04-06 15:00,17.2,,2.3,290,11,1011.7,1,2.83,,1,3678,,26
131,没林,2020-04-06 16:00,17.2,,2.4,290,13,1010.9,1,2.22,,3,3240,,22.9
131,没林,2020-04-06 17:00,16.3,,2.9,290,14,1010.3,1,1.43,,3,3292,,18.9
131,没林,2020-04-06 18:00,14.6,,3,290,26,1010.6,0.6,0.53,,5,2244,,15.6
131,没林,2020-04-06 19:00,12.5,,3,290,28,1011.2,0,0.13,,6,2071,,12.3
131,没林,2020-04-06 20:00,11.6,,1.9,290,30,1012.1,,,,4,1779,,10.8
131,没林,2020-04-06 21:00,11.3,,2,290,30,1012.9,,,,8,1786,,10
131,没林,2020-04-06 22:00,11,,1.5,290,32,1012.9,,,,9,1875,,9.5
131,没林,2020-04-06 23:00,10.1,,0.2,0,34,1012.8,,,,9,1865,,9.1
131,没林,2020-04-07 0:00,10,,0.8,290,36,1012.6,,,,9,1950,,8.8
131,没林,2020-04-07 1:00,9.6,,1.2,320,31,1012.1,,,,10,2224,,8.1
131,没林,2020-04-07 2:00,9.1,,0.8,290,32,1011.5,,,,9,2403,,7.6
131,没林,2020-04-07 3:00,8.3,,1,270,38,1011.1,,,,9,2070,,7.3
131,没林,2020-04-07 4:00,7.6,,0.9,270,37,1011.1,,,,2,2142,,6.1
131,没林,2020-04-07 5:00,7,,0.9,250,40,1011.1,,,,0,2056,,5.4
131,没林,2020-04-07 6:00,6.4,,0.9,180,45,1010.8,,,,1,2028,,5
131,没林,2020-04-07 7:00,6.5,,1,180,44,1011,0.1,0.09,,0,1901,,6
131,没林,2020-04-07 8:00,7.4,,1,230,43,1011.2,1,0.53,,2,1966,,9.6
131,没林,2020-04-07 9:00,8.9,,2.1,270,49,1011,1,1.13,,0,2312,,14.8
131,没林,2020-04-07 10:00,10.6,,2.2,270,49,1010.7,1,1.83,,0,2465,,20.2
131,没林,2020-04-07 11:00,12.5,,1.4,230,42,1010.4,1,2.34,,0,1976,,25.3
131,没林,2020-04-07 12:00,14.9,,1.7,230,41,1009.5,1,2.76,,0,1377,,29.3
131,没林,2020-04-07 13:00,16.6,,2.2,270,38,1008.7,1,2.92,,0,1171,,31.8
131,没林,2020-04-07 14:00,18.2,,2.9,270,36,1007.9,1,2.93,,0,1201,,32
131,没林,2020-04-07 15:00,18.7,,2.5,290,32,1007.1,0.9,1.98,,3,1063,,24.7
131,没林,2020-04-07 16:00,20,,3.5,290,28,1006.7,1,1.9,,2,1050,,25.7
131,没林,2020-04-07 17:00,18.8,,2.8,290,35,1006.4,1,1.34,,0,731,40,21.2
131,没林,2020-04-07 18:00,17.3,,3.2,290,39,1006.5,0.9,0.64,,0,544,40,17.2
131,没林,2020-04-07 19:00,16.1,,2,270,43,1006.8,0,0.13,,0,688,40,14
131,没林,2020-04-07 20:00,14.1,,2.3,270,53,1007.7,,,,0,1578,40,12.3
131,没林,2020-04-07 21:00,12.6,,2,250,59,1008.5,,,,0,1529,,11.1
131,没林,2020-04-07 22:00,11.3,,2.7,270,64,1008.9,,,,0,1594,,10.1
131,没林,2020-04-07 23:00,10.3,,2,270,67,1009.3,,,,0,1118,,9.1
131,没林,2020-04-08 0:00,9.6,,1.5,270,62,1009.5,,,,0,1110,,8.1
131,没林,2020-04-08 1:00,9.1,,1.4,270,45,1009.6,,,,0,2442,,6.9
131,没林,2020-04-08 2:00,8.5,,1.3,270,43,1009.6,,,,0,3044,,6.1
131,没林,2020-04-08 3:00,8,,1.6,270,44,1009.7,,,,0,2939,,5.6
131,没林,2020-04-08 4:00,7.5,,1.9,270,46,1009.6,,,,0,2809,,5.1
131,没林,2020-04-08 5:00,7,,1.6,270,49,1009.7,,,,0,2536,,4.9
131,没林,2020-04-08 6:00,6.3,,0.7,200,56,1010,,,,0,1723,,4.6
131,没林,2020-04-08 7:00,5.6,,1.2,250,58,1010.5,0.6,0.14,,0,1876,,5.5
131,没林,2020-04-08 8:00,8.1,,1.2,290,50,1011.1,1,0.77,,0,2344,,11.5
131,没林,2020-04-08 9:00,10,,3.1,290,38,1011.2,1,1.61,,0,1969,,17.9
131,没林,2020-04-08 10:00,11.8,,2.9,290,28,1011.7,1,2.34,,0,2694,,24
131,没林,2020-04-08 11:00,13.6,,3,290,18,1011.6,1,2.9,,0,3833,,28.3
131,没林,2020-04-08 12:00,14,,3.1,290,13,1011.3,1,3.26,,0,3919,,31.8
131,没林,2020-04-08 13:00,14.4,,3.5,270,14,1011,1,3.45,,0,4278,,32.7
131,没林,2020-04-08 14:00,13.9,,4,290,13,1011.1,1,3.33,,0,4321,,32.6
131,没林,2020-04-08 15:00,14,,3.6,290,12,1011.1,1,3.05,,0,4431,,26.1
131,没林,2020-04-08 16:00,13.5,,3.6,290,18,1011.2,1,2.41,,0,3393,,22.8
131,没林,2020-04-08 17:00,13.4,,2.7,290,17,1011.4,1,1.68,,0,3583,,19.1
131,没林,2020-04-08 18:00,12.6,,3.5,290,17,1011.9,1,0.83,,0,3741,,13.8
131,没林,2020-04-08 19:00,11.6,,2.3,290,20,1012.4,0.3,0.15,,0,3633,,11
131,没林,2020-04-08 20:00,10.6,,1.9,290,21,1013.3,,,,5,4285,,9.3
131,没林,2020-04-08 21:00,9.6,,1.8,270,26,1014,,,,0,3957,,8.1
131,没林,2020-04-08 22:00,8.6,,1,250,29,1014.5,,,,0,3716,,7.4
131,没林,2020-04-08 23:00,7.6,,1.1,270,38,1014.8,,,,0,3236,,6.6
131,没林,2020-04-09 0:00,7.2,,1.1,250,41,1014.9,,,,0,3266,,6.1
131,没林,2020-04-09 1:00,6.5,,0.7,250,45,1014.8,,,,0,3199,,5.6
131,没林,2020-04-09 2:00,6.4,,0.4,0,47,1014.6,,,,0,3100,,5.3
131,没林,2020-04-09 3:00,5.8,,0.7,180,50,1014.5,,,,0,2918,,5
131,没林,2020-04-09 4:00,4.8,,1.3,140,53,1014.6,,,,0,2573,,4.5
131,没林,2020-04-09 5:00,4.4,,0.5,160,56,1015,,,,0,2480,,4.3
131,没林,2020-04-09 6:00,4,,1.5,140,58,1015.3,,,,0,1920,,4
131,没林,2020-04-09 7:00,4.3,,0.6,160,59,1015.8,0.2,0.1,,0,1779,,5.1
131,没林,2020-04-09 8:00,6.3,,1.2,160,54,1015.9,1,0.65,,0,2091,,9.8
131,没林,2020-04-09 9:00,7.5,,1.3,250,53,1016,1,1.38,,0,1517,,15.7
131,没林,2020-04-09 10:00,9.6,,1.6,290,51,1016,1,2.06,,0,2031,,21.9
131,没林,2020-04-09 11:00,11.5,,2,290,39,1015.4,1,2.63,,3,2233,,27.2
131,没林,2020-04-09 12:00,13,,2.7,270,35,1014.9,1,3.07,,2,2253,,30.6
131,没林,2020-04-09 13:00,13.8,,3.5,290,27,1014.3,1,3.24,,2,3281,,32.2
131,没林,2020-04-09 14:00,14.4,,2.9,290,25,1014.1,1,3.17,,2,3834,,31.8
131,没林,2020-04-09 15:00,15.3,,2.5,270,24,1014.1,1,2.81,,4,4017,,27.1
131,没林,2020-04-09 16:00,14.4,,3.2,290,25,1013.7,1,2.14,,2,4665,,24.1
131,没林,2020-04-09 17:00,13.6,,2.8,290,26,1014,1,1.45,,3,3175,,18.3
131,没林,2020-04-09 18:00,12.5,,2.9,290,31,1014.2,0.9,0.57,,3,2636,,14.1
131,没林,2020-04-09 19:00,11.6,,1.8,290,34,1014.8,0.2,0.11,,3,2307,,11.5
131,没林,2020-04-09 20:00,10.8,,0.6,200,38,1015.8,,,,6,1974,,10.3
131,没林,2020-04-09 21:00,9.9,,1.3,290,43,1016.6,,,,6,1949,,9.3
131,没林,2020-04-09 22:00,9.1,,2.4,290,46,1017.6,,,,6,2100,,8.6
131,没林,2020-04-09 23:00,8.6,,1.4,290,49,1018,,,,8,2028,,8.5
131,没林,2020-04-10 0:00,8.6,,0.4,0,49,1018.4,,,,10,1727,,9
131,没林,2020-04-10 1:00,8.3,,0.8,320,51,1018.3,,,,10,1851,,8.6
131,没林,2020-04-10 2:00,7.8,,0.6,250,54,1018,,,,8,1764,,8.3
131,没林,2020-04-10 3:00,7.9,,0.5,340,55,1017.8,,,,10,1509,,8.8
131,没林,2020-04-10 4:00,6.8,,0.4,0,58,1018.2,,,,3,1100,,7.3
131,没林,2020-04-10 5:00,6.2,,0.5,50,61,1018.3,,,,0,1034,,6.2
131,没林,2020-04-10 6:00,5.9,,0.9,20,65,1018.5,,,,0,1041,,5.6
131,没林,2020-04-10 7:00,6,,1.8,50,66,1019.2,0.4,0.12,,0,834,40,6.8
131,没林,2020-04-10 8:00,7.9,,1.3,50,60,1019.2,1,0.7,,0,1133,40,12
131,没林,2020-04-10 9:00,10.8,,1.6,160,51,1019.2,1,1.46,,0,1760,,18.2
131,没林,2020-04-10 10:00,12.4,,2.4,140,47,1019.3,1,2.18,,3,2729,,23.2
131,没林,2020-04-10 11:00,14.4,,1.9,140,44,1018.6,0.8,2.54,,5,2442,,28.7
131,没林,2020-04-10 12:00,14.6,,1.8,290,37,1017.8,0.5,2.18,,6,1095,,28.1
131,没林,2020-04-10 13:00,15.3,,1.7,160,34,1016.9,0.8,2.84,,6,1017,,33
131,没林,2020-04-10 14:00,16.4,,2,250,30,1016.2,0.9,3.07,,6,2184,,31.2
131,没林,2020-04-10 15:00,17.3,,2.1,250,27,1015.6,0.8,2.1,,6,2054,,28.3
131,没林,2020-04-10 16:00,17,,2.1,250,22,1015.2,1,1.63,,4,2571,,25.1
131,没林,2020-04-10 17:00,16.4,,2.3,270,25,1015.1,1,1.35,,4,2850,,19.7
131,没林,2020-04-10 18:00,14.6,,2.9,290,39,1015.4,0.3,0.43,,3,1566,,16.1
131,没林,2020-04-10 19:00,13.5,,2.3,290,40,1016,0.1,0.13,,7,2579,,13.1
131,没林,2020-04-10 20:00,12.6,,1.3,270,45,1017.1,0,0,,4,2201,,11.8
131,没林,2020-04-10 21:00,11.5,,1.3,290,50,1017.5,,,,7,1890,,10.6
131,没林,2020-04-10 22:00,10.5,,1,270,53,1017.7,,,,6,1700,,9.8
131,没林,2020-04-10 23:00,9.1,,1.6,270,57,1017.8,,,,6,1536,,9.1
131,没林,2020-04-11 0:00,8.3,,1.6,270,58,1017.9,,,,9,1949,,8.3
131,没林,2020-04-11 1:00,7.6,,1.5,250,64,1017.6,,,,7,1511,,8
131,没林,2020-04-11 2:00,7.1,,1.4,270,67,1017.2,,,,6,1373,,7.4
131,没林,2020-04-11 3:00,7,,0.9,270,68,1016.8,,,,8,1366,,7
131,没林,2020-04-11 4:00,6.9,,0.9,180,69,1016.3,,,,8,1298,,6.9
131,没林,2020-04-11 5:00,6.3,,0.5,160,68,1016.1,,,,7,1426,,6.5
131,没林,2020-04-11 6:00,6.1,,0.6,230,74,1016.1,,,,8,1169,,6.5
131,没林,2020-04-11 7:00,6,,0.8,230,75,1016,0.1,0.11,,7,1030,,7.7
131,没林,2020-04-11 8:00,6.8,,0.5,290,73,1016,0.6,0.57,,8,807,40,11.3
131,没林,2020-04-11 9:00,7.5,,1.1,290,68,1015.7,0,0.82,,8,963,40,13.9
131,没林,2020-04-11 10:00,9.1,,1.3,200,61,1015.5,0.5,1.38,,8,1145,40,18
131,没林,2020-04-11 11:00,10.4,,1.1,290,54,1015,0.1,1.54,,8,1157,,20.7
131,没林,2020-04-11 12:00,11.6,,2.1,270,43,1014.2,0.3,2.19,,9,1760,,24.5
131,没林,2020-04-11 13:00,12.9,,1.5,230,39,1013.1,0.6,1.99,,8,1662,,25.2
131,没林,2020-04-11 14:00,13.1,,0.8,290,38,1011.9,1,2.25,,8,1620,,28.3
131,没林,2020-04-11 15:00,14.2,,1.3,290,34,1011.1,1,1.88,,8,1712,,24.7
131,没林,2020-04-11 16:00,14.2,,1.6,320,34,1010.4,0.9,1.29,,8,1646,,21.6
131,没林,2020-04-11 17:00,13.9,,1.9,230,33,1010,0.2,0.8,,10,1747,,18.1
131,没林,2020-04-11 18:00,12.8,,2.8,270,38,1010.1,0,0.4,,10,1841,,15.1
131,没林,2020-04-11 19:00,11.3,,3.1,270,43,1010.2,0,0.09,,10,2159,,12.6
131,没林,2020-04-11 20:00,10.6,,1.5,270,46,1010.6,0,0,,8,2142,,11
131,没林,2020-04-11 21:00,9.8,,1.6,270,48,1010.9,,,,3,2159,,9.6
131,没林,2020-04-11 22:00,9.1,,1.4,290,52,1010.9,,,,0,1972,,8.6
131,没林,2020-04-11 23:00,8.3,,1.7,270,56,1010.5,,,,0,1545,,7.8
131,没林,2020-04-12 0:00,7.2,,1,270,60,1009.8,,,,0,1262,,7
131,没林,2020-04-12 1:00,6.6,,0.9,270,66,1009.5,,,,0,1159,,6.5
131,没林,2020-04-12 2:00,6.4,,1,270,67,1009,,,,0,1149,,6.1
131,没林,2020-04-12 3:00,5.8,,0.6,250,66,1008.6,,,,0,1123,,5.6
131,没林,2020-04-12 4:00,4.8,,0.2,0,77,1008,,,,0,748,19,5.3
131,没林,2020-04-12 5:00,4.2,,0.6,320,77,1007.8,,,,0,586,19,4.9
131,没林,2020-04-12 6:00,2.9,,0.9,320,83,1007.5,,,,0,549,19,4.4
131,没林,2020-04-12 7:00,3.9,,0.3,0,80,1007.7,0.3,0.14,,0,566,19,6
131,没林,2020-04-12 8:00,5.3,,1.4,50,74,1007.9,1,0.68,,0,634,19,10.8
131,没林,2020-04-12 9:00,7.8,,1.5,20,66,1007.6,1,1.43,,0,715,4019,16.8
131,没林,2020-04-12 10:00,10.5,,2.7,50,54,1007.1,1,2.15,,0,847,40,23.4
131,没林,2020-04-12 11:00,13.9,,2.3,50,43,1006.6,1,2.61,,2,953,40,28.1
131,没林,2020-04-12 12:00,14.1,,3.1,90,40,1006,0.5,1.88,,8,1128,40,20.5
131,没林,2020-04-12 13:00,13.8,0,2.5,90,40,1005.6,0.1,0.87,,8,2041,1,19.7
131,没林,2020-04-12 14:00,13.6,0,4.3,50,42,1005,0.6,1.6,,9,1775,1,18.9
131,没林,2020-04-12 15:00,13.3,0.6,0.8,140,54,1004.8,0.1,0.7,,8,3174,401,17.9
131,没林,2020-04-12 16:00,13.6,0,2.1,50,45,1004.4,0.8,1.91,,8,3499,4,16.5
131,没林,2020-04-12 17:00,11.7,0,1.8,160,60,1005,0,0.22,,8,3761,4,12.8
131,没林,2020-04-12 18:00,11.6,0,1.2,200,61,1005.2,0.3,0.42,,7,4500,4,12.6
131,没林,2020-04-12 19:00,12.3,,4.4,50,46,1005.9,0.1,0.08,,6,4594,,10.3
131,没林,2020-04-12 20:00,11.1,,4.7,50,46,1006.6,0,0,,0,4322,,8.3
131,没林,2020-04-12 21:00,10.1,,4.3,20,52,1007.3,,,,4,3069,,7.6
131,没林,2020-04-12 22:00,9,,1,320,58,1007.8,,,,2,4785,,7.1
131,没林,2020-04-12 23:00,8.3,,1.9,20,60,1007.5,,,,0,3458,,6.6
131,没林,2020-04-13 0:00,7.6,,1.3,340,61,1007.3,,,,0,3157,,6
131,没林,2020-04-13 1:00,6.9,,2.1,20,63,1006.9,,,,0,2704,,5.5
131,没林,2020-04-13 2:00,6.7,,2,20,60,1006.6,,,,6,2890,,5.9
131,没林,2020-04-13 3:00,6.3,,2.6,20,57,1006.2,,,,2,3500,,5
131,没林,2020-04-13 4:00,5.6,,3.7,20,58,1005.6,,,,2,3708,,4.5
131,没林,2020-04-13 5:00,4.8,,2.1,50,61,1006.1,,,,0,2562,,3.7
131,没林,2020-04-13 6:00,4.7,,1.4,50,60,1006.5,0,0,,7,3143,,4.1
131,没林,2020-04-13 7:00,4.9,,1.8,70,59,1006.7,0,0.07,,7,2918,,5.3
131,没林,2020-04-13 8:00,6,,2.6,70,53,1007.4,0.1,0.43,,9,3409,,8.3
131,没林,2020-04-13 9:00,8.7,,4.8,50,44,1007.7,0.8,1.44,,4,4226,,16.4
131,没林,2020-04-13 10:00,10,,3.8,50,37,1007.8,1,2.52,,4,4690,,23.1
131,没林,2020-04-13 11:00,10.8,,3.6,50,34,1007.3,1,3.09,,2,4706,,28.7
131,没林,2020-04-13 12:00,12.3,,4.4,50,31,1007,1,3.39,,3,5157,,32.4
131,没林,2020-04-13 13:00,13.6,,4.9,50,27,1006.5,1,3.53,,1,4001,,33.9
131,没林,2020-04-13 14:00,15.5,,4.1,50,23,1005.9,1,3.4,,1,3936,,34.1
131,没林,2020-04-13 15:00,17.1,,4,50,19,1005.4,1,2.99,,2,3576,,29.7
131,没林,2020-04-13 16:00,18.4,,2.8,340,16,1005.1,1,2.46,,2,4439,,27
131,没林,2020-04-13 17:00,16.8,,3.2,290,24,1005.5,1,1.55,,1,3151,,21.7
131,没林,2020-04-13 18:00,16.6,,2.6,290,24,1005.9,1,0.85,,0,3105,,16.2
131,没林,2020-04-13 19:00,15.6,,2.4,290,27,1006.5,0.2,0.18,,0,3188,,13.1
131,没林,2020-04-13 20:00,14.1,,1.5,290,30,1007.7,0,0,,0,3246,,11.3
131,没林,2020-04-13 21:00,13,,0.7,230,33,1008.6,,,,0,2483,,10
131,没林,2020-04-13 22:00,12.8,,0.2,0,35,1009,,,,0,2676,,9
131,没林,2020-04-13 23:00,11.8,,0.7,270,37,1009.5,,,,7,2754,,8.3
131,没林,2020-04-14 0:00,10.8,,0.4,0,40,1009.7,,,,0,2807,,7.6
131,没林,2020-04-14 1:00,9.1,,1,160,46,1009.8,,,,0,2246,,7
131,没林,2020-04-14 2:00,8.6,,1,180,50,1009.7,,,,0,2164,,6.5
131,没林,2020-04-14 3:00,8.3,,0.6,160,51,1009.9,,,,0,2128,,6
131,没林,2020-04-14 4:00,7,,1.1,160,55,1010.2,,,,0,1987,,5.5
131,没林,2020-04-14 5:00,6.5,,0.6,180,58,1010.7,,,,0,1754,,5.1
131,没林,2020-04-14 6:00,6.4,,0.2,0,58,1011,0,0,,0,1929,,4.9
131,没林,2020-04-14 7:00,6.9,,0.6,160,58,1011.5,0.6,0.18,,0,1515,,6.5
131,没林,2020-04-14 8:00,8.6,,0.9,200,52,1011.9,1,0.85,,0,1716,,12.4
131,没林,2020-04-14 9:00,10.8,,1.6,180,47,1011.8,1,1.65,,0,1745,,19
131,没林,2020-04-14 10:00,13.7,,1.5,250,34,1012,1,2.39,,0,2023,,25.8
131,没林,2020-04-14 11:00,16.4,,1.7,180,27,1011.5,1,2.98,,0,2444,,31.2
131,没林,2020-04-14 12:00,17.3,,1.3,320,26,1010.4,1,3.35,,0,2462,,35.9
131,没林,2020-04-14 13:00,19.2,,1.1,360,22,1009.6,1,3.45,,0,2463,,37.9
131,没林,2020-04-14 14:00,20.9,,2.9,270,17,1008.9,1,3.33,,0,2679,,37.1
131,没林,2020-04-14 15:00,21.2,,1.9,320,13,1008.2,1,2.99,,1,3263,,34
131,没林,2020-04-14 16:00,21.8,,2,290,13,1007.6,1,2.44,,1,3428,,30.2
131,没林,2020-04-14 17:00,20.7,,3.1,290,16,1007.4,1,1.65,,2,2402,,24.7
131,没林,2020-04-14 18:00,19.2,,2.5,290,22,1007.6,1,0.83,,1,1830,,18.7
131,没林,2020-04-14 19:00,17.2,,1.1,290,24,1008.2,0.2,0.18,,0,2208,,14.8
131,没林,2020-04-14 20:00,15.8,,2,290,22,1009.1,0,0.01,,0,2488,,12.8
131,没林,2020-04-14 21:00,14.1,,0.5,200,24,1009.9,,,,1,2241,,11.1
131,没林,2020-04-14 22:00,13.5,,0.5,270,27,1010.1,,,,6,1591,,10.2
131,没林,2020-04-14 23:00,12.6,,0.3,0,30,1010.2,,,,6,1428,,9.3
131,没林,2020-04-15 0:00,11.6,,0.9,250,33,1010.3,,,,2,1492,,8.8
131,没林,2020-04-15 1:00,10.9,,0.3,0,35,1010.1,,,,0,1530,,8
131,没林,2020-04-15 2:00,9.2,,0.2,0,43,1009.7,,,,0,1351,,7.2
131,没林,2020-04-15 3:00,8.1,,1.1,320,46,1009.3,,,,3,1196,,6.8
131,没林,2020-04-15 4:00,7.5,,0.5,290,48,1009.2,,,,4,1119,,6.4
131,没林,2020-04-15 5:00,7.1,,0.5,290,49,1009.1,,,,6,1198,,6.1
131,没林,2020-04-15 6:00,7,,0.3,0,51,1009.1,0,0,,4,1250,,5.9
131,没林,2020-04-15 7:00,7.2,,0.4,0,52,1009.3,0.3,0.15,,2,1260,,7.5
131,没林,2020-04-15 8:00,9.1,,0.7,160,46,1009.6,1,0.78,,2,1164,,12.9
131,没林,2020-04-15 9:00,10.7,,1.2,160,40,1009.7,1,1.35,,2,1260,,16.5
131,没林,2020-04-15 10:00,12.8,,0.5,140,31,1009.4,0.9,1.87,,6,1423,,20.9
131,没林,2020-04-15 11:00,14.8,,0.9,160,30,1008.8,0.5,1.81,,7,1286,,25.7
131,没林,2020-04-15 12:00,16.2,,1.7,320,26,1007.9,0.7,2.51,,7,1320,,28.8
131,没林,2020-04-15 13:00,17.3,,1.1,140,24,1007.2,1,2.35,,7,1245,,30.2
131,没林,2020-04-15 14:00,19.4,,1.8,290,22,1006.5,1,3.07,,7,1033,,35.5
131,没林,2020-04-15 15:00,19.8,,1.3,290,21,1006,1,2,,8,1175,,27.9
131,没林,2020-04-15 16:00,20.6,,1.7,270,19,1005.6,1,1.71,,8,1181,,28.2
131,没林,2020-04-15 17:00,20.4,,1.9,270,21,1005.7,1,1.27,,7,1046,,23.5
131,没林,2020-04-15 18:00,19.3,,2,290,22,1005.9,1,0.74,,6,1073,,18.7
131,没林,2020-04-15 19:00,17.4,,2.3,290,25,1006.4,0,0.18,,6,1293,,15.3
131,没林,2020-04-15 20:00,15.6,,1.2,320,26,1007.1,0,0,,8,1442,,13.5
131,没林,2020-04-15 21:00,14.8,,0.8,290,24,1007.8,,,,7,1488,,12.3
131,没林,2020-04-15 22:00,14,,0.9,290,23,1008.5,,,,7,1663,,11.6
131,没林,2020-04-15 23:00,13.6,,0.9,270,25,1009.1,,,,7,2079,,10.8
131,没林,2020-04-16 0:00,12.6,,0.6,250,27,1009.4,,,,6,2128,,10.1
131,没林,2020-04-16 1:00,12.2,,0.5,230,30,1009.6,,,,7,1598,,9.6
131,没林,2020-04-16 2:00,11.1,,0.8,160,37,1009.6,,,,5,1285,,9
131,没林,2020-04-16 3:00,10.5,,1,140,39,1009.6,,,,6,1176,,8.5
131,没林,2020-04-16 4:00,8.9,,0,0,48,1009.7,,,,3,1069,,7.6
131,没林,2020-04-16 5:00,8.1,,0.3,0,55,1009.8,,,,0,783,40,7.1
131,没林,2020-04-16 6:00,7.5,,0.5,340,59,1010.3,0,0,,0,727,40,6.9
131,没林,2020-04-16 7:00,8.6,,0.3,0,56,1011.1,0.3,0.15,,0,696,40,8.6
131,没林,2020-04-16 8:00,10.6,,0.6,320,52,1011.6,1,0.72,,0,763,40,13.9
131,没林,2020-04-16 9:00,13.8,,0.5,290,46,1011.9,1,1.47,,0,1316,40,20.6
131,没林,2020-04-16 10:00,15.8,,1.2,180,40,1012.2,1,2.19,,0,2120,,26.8
131,没林,2020-04-16 11:00,18.2,,2.6,140,31,1011.8,1,2.77,,0,2418,,31.5
131,没林,2020-04-16 12:00,19.4,,2.2,180,29,1011,1,3.12,,0,2180,,35
131,没林,2020-04-16 13:00,21.1,,2.2,140,25,1010.2,1,3.22,,0,2026,,37.4
131,没林,2020-04-16 14:00,21.6,,2.4,180,25,1009.3,1,3.15,,0,2128,,37
131,没林,2020-04-16 15:00,22.3,,2.3,160,24,1008.4,1,2.8,,0,2081,,33.7
131,没林,2020-04-16 16:00,23.3,,3,180,25,1007.6,1,2.26,,0,2217,,30.6
131,没林,2020-04-16 17:00,22.6,,2.9,160,26,1007.3,1,1.49,,0,1863,,25.5
131,没林,2020-04-16 18:00,21.7,,3.3,140,28,1007.6,0.7,0.66,,6,1645,,20.7
131,没林,2020-04-16 19:00,20.8,,2.2,140,30,1007.7,0,0.18,,7,1528,,18.2
131,没林,2020-04-16 20:00,19.4,,3.3,140,33,1008.5,0,0.02,,7,1726,,16.6
131,没林,2020-04-16 21:00,18.4,,3.1,140,36,1009.6,,,,6,1867,,15.6
131,没林,2020-04-16 22:00,17.2,,3.3,140,39,1009.7,,,,8,2291,,15.1
131,没林,2020-04-16 23:00,16,,4,140,41,1009.9,,,,10,2127,,14.8
131,没林,2020-04-17 0:00,15,,3.6,110,46,1010.1,,,,10,2326,,14.3
131,没林,2020-04-17 1:00,13.8,,3.2,110,51,1010.6,,,,10,2160,,13.8
131,没林,2020-04-17 2:00,13.3,,3.2,110,54,1009.9,,,,10,2087,,13.3
131,没林,2020-04-17 3:00,12.8,,3,90,55,1009,,,,10,1889,,13
